ÐÕÃû,ÊµÑé×éÊý,Ò»×éÊµÑé´ÎÊý,Ä£Ê½ÇÐ»»¼¼Êõ,Ä¿±êÑÕÉ«,Ä¿±ê´ÖÏ¸,¿ªÊ¼Ê±¼ä,½áÊøÊ±¼ä,ÑÕÉ«ÇÐ»»Ê±¼ä,ÏñËØÇÐ»»Ê±¼ä,Ä£Ê½ÇÐ»»×ÜÊ±¼ä,»æÖÆÍêÕûÊ±¼ä,µÚÒ»¶Î»æÖÆÊ±¼ä,µÚ¶þ¶Î»æÖÆÊ±¼ä,µÚÈý¶Î»æÖÆÊ±¼ä,ÑÕÉ«²Ëµ¥Îó´¥·¢Êý,ÏñËØ²Ëµ¥Îó´¥·¢Êý,Îó´¥·¢×ÜÊý,ÑÕÉ«ÇÐ»»´íÎóÊý,ÏñËØÇÐ»»´íÎóÊý,Ä£Ê½ÇÐ»»×Ü´íÎóÊý,Ñ¹Á¦,·½Î»½Ç,ÇãÐ±½Ç,
,2,5,´«Í³»­ÏßÄ£Ê½,ºìÉ«,4.0,10:40:27:478,10:40:28:374,-1614739237645,-1614739238149,-3229478475794,1325,420,304,310,0,0,0,1,1,10,0,0,0,
,2,6,´«Í³»­ÏßÄ£Ê½,ºìÉ«,3.0,10:40:27:478,10:40:28:374,-1614739239876,-1614739240402,-3229478480278,1353,359,330,361,0,0,0,1,1,12,0,0,0,
,2,7,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,4.0,10:40:27:478,10:40:28:374,-1614739242014,-1614739242520,-3229478484534,1272,395,320,258,0,0,0,1,1,14,0,0,0,
,2,8,´«Í³»­ÏßÄ£Ê½,À¶É«,4.0,10:40:27:478,10:40:28:374,-1614739244113,-1614739244596,-3229478488709,1312,367,368,264,0,0,0,1,1,16,0,0,0,
,2,9,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,2.0,10:40:27:478,10:40:28:374,-1614739246270,-1614739246753,-3229478493023,1215,378,302,244,0,0,0,1,1,18,0,0,0,
,2,10,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,2.0,10:40:27:478,10:40:28:374,-1614739259574,-1614739259866,-3229478519440,1535,412,281,233,0,0,0,1,1,20,0,0,0,
,2,1,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,3.0,10:41:07:183,10:41:07:944,-1614739267348,-1614739267789,-3229478535137,1066,363,233,164,0,0,0,1,1,2,0,0,0,
,2,2,´«Í³»­ÏßÄ£Ê½,ºìÉ«,2.0,10:41:07:183,10:41:07:944,-1614739269657,-1614739270089,-3229478539746,1322,491,304,201,0,0,0,1,1,4,0,0,0,
,2,3,´«Í³»­ÏßÄ£Ê½,À¶É«,3.0,10:41:07:183,10:41:07:944,-1614739271938,-1614739272393,-3229478544331,1228,411,310,193,0,0,0,1,1,6,0,0,0,
,2,4,´«Í³»­ÏßÄ£Ê½,À¶É«,2.0,10:41:07:183,10:41:07:944,-1614739274497,-1614739274946,-3229478549443,1285,485,283,213,0,0,0,1,1,8,0,0,0,
,2,5,´«Í³»­ÏßÄ£Ê½,ºìÉ«,4.0,10:41:07:183,10:41:07:944,-1614739276531,-1614739277006,-3229478553537,1216,401,307,211,0,0,0,1,1,10,0,0,0,
,2,6,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,4.0,10:41:07:183,10:41:07:944,-1614739278642,-1614739279056,-3229478557698,1206,407,292,247,0,0,0,1,1,12,0,0,0,
,2,7,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,2.0,10:41:07:183,10:41:07:944,-1614739280724,-1614739281174,-3229478561898,1284,449,241,293,0,0,0,1,1,14,0,0,0,
,2,8,´«Í³»­ÏßÄ£Ê½,ºìÉ«,3.0,10:41:07:183,10:41:07:944,-1614739283091,-1614739283691,-3229478566782,1437,479,378,262,0,0,0,1,1,16,0,0,0,
,2,9,´«Í³»­ÏßÄ£Ê½,À¶É«,4.0,10:41:07:183,10:41:07:944,-1614739285804,-1614739286266,-3229478572070,1335,475,334,268,0,0,0,1,1,18,0,0,0,
,2,10,´«Í³»­ÏßÄ£Ê½,À¶É«,4.0,10:41:07:183,10:41:07:944,-1614739305456,-1614739303161,-3229478608617,1659,194,285,169,0,0,0,1,1,20,0,0,0,
,2,1,´«Í³»­ÏßÄ£Ê½,À¶É«,3.0,10:46:40:438,10:46:41:499,-1614739600876,-1614739601354,-3229479202230,1392,521,315,189,0,0,0,1,1,2,0,0,0,
,2,2,´«Í³»­ÏßÄ£Ê½,ºìÉ«,4.0,10:46:40:438,10:46:41:499,-1614739604102,-1614739604557,-3229479208659,1228,508,264,183,0,0,0,1,1,4,0,0,0,
,2,3,´«Í³»­ÏßÄ£Ê½,ºìÉ«,3.0,10:46:40:438,10:46:41:499,-1614739606942,-1614739607350,-3229479214292,1142,391,303,197,0,0,0,1,1,6,0,0,0,
,2,4,´«Í³»­ÏßÄ£Ê½,ºìÉ«,2.0,10:46:40:438,10:46:41:499,-1614739609550,-1614739610003,-3229479219553,1163,375,313,295,0,0,0,1,1,8,0,0,0,
,2,5,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,3.0,10:46:40:438,10:46:41:499,-1614739611695,-1614739612194,-3229479223889,1256,415,323,279,0,0,0,1,1,10,0,0,0,
,2,6,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,2.0,10:46:40:438,10:46:41:499,-1614739613717,-1614739614141,-3229479227858,1066,420,311,196,0,0,0,1,1,12,0,0,0,
,2,7,´«Í³»­ÏßÄ£Ê½,À¶É«,4.0,10:46:40:438,10:46:41:499,-1614739615705,-1614739616110,-3229479231815,1233,460,295,298,0,0,0,1,1,14,0,0,0,
,2,8,´«Í³»­ÏßÄ£Ê½,À¶É«,2.0,10:46:40:438,10:46:41:499,-1614739617909,-1614739618385,-3229479236294,1276,439,332,214,0,0,0,1,1,16,0,0,0,
,2,9,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,4.0,10:46:40:438,10:46:41:499,-1614739620331,-1614739620734,-3229479241065,1154,432,301,192,0,0,0,1,1,18,0,0,0,
,2,10,´«Í³»­ÏßÄ£Ê½,À¶É«,3.0,10:46:40:438,10:46:41:499,-1614739622332,-1614739622761,-3229479245093,1115,379,294,221,0,0,0,1,1,20,0,0,0,
,2,11,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,2.0,10:46:40:438,10:46:41:499,-1614739624623,-1614739625071,-3229479249694,1246,502,260,228,0,0,0,1,1,22,0,0,0,
,2,12,´«Í³»­ÏßÄ£Ê½,À¶É«,2.0,10:46:40:438,10:46:41:499,-1614739626641,-1614739626969,-3229479253610,1040,406,246,201,0,0,0,1,1,24,0,0,0,
,2,13,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,3.0,10:46:40:438,10:46:41:499,-1614739628660,-1614739629047,-3229479257707,1102,399,235,217,0,0,0,1,1,26,0,0,0,
,2,14,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,3.0,10:46:40:438,10:46:41:499,-1614739630527,-1614739630923,-3229479261450,1168,444,186,199,0,0,0,1,1,28,0,0,0,
,2,15,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,2.0,10:46:40:438,10:46:41:499,-1614739632415,-1614739632814,-3229479265229,1224,445,298,213,0,0,0,1,1,30,0,0,0,
,2,16,´«Í³»­ÏßÄ£Ê½,ºìÉ«,2.0,10:46:40:438,10:46:41:499,-1614739634294,-1614739634802,-3229479269096,1217,356,268,230,0,0,0,1,1,32,0,0,0,
,2,17,´«Í³»­ÏßÄ£Ê½,ºìÉ«,4.0,10:46:40:438,10:46:41:499,-1614739636438,-1614739636905,-3229479273343,1304,430,268,224,0,0,0,1,1,34,0,0,0,
,2,18,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,4.0,10:46:40:438,10:46:41:499,-1614739639372,-1614739639764,-3229479279136,1128,383,255,205,0,0,0,1,1,36,0,0,0,
,3,1,´«Í³»­ÏßÄ£Ê½,ºìÉ«,3.0,10:56:23:207,10:56:24:169,-1614740183557,-1614740184089,-3229480367646,1304,544,249,183,0,0,0,1,1,2,0,0,0,
,3,2,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,2.0,10:56:23:207,10:56:24:169,-1614740186460,-1614740187057,-3229480373517,1449,495,351,269,0,0,0,1,1,4,0,0,0,
,3,3,´«Í³»­ÏßÄ£Ê½,ºìÉ«,2.0,10:56:23:207,10:56:24:169,-1614740189065,-1614740189445,-3229480378510,1482,360,269,185,0,0,0,1,1,6,0,0,0,
,3,4,´«Í³»­ÏßÄ£Ê½,À¶É«,4.0,10:56:23:207,10:56:24:169,-1614740191480,-1614740191854,-3229480383334,1123,319,280,251,0,0,0,1,1,8,0,0,0,
,3,5,´«Í³»­ÏßÄ£Ê½,À¶É«,3.0,10:56:23:207,10:56:24:169,-1614740194247,-1614740194615,-3229480388862,881,201,221,201,0,0,0,1,1,10,0,0,0,
,3,6,´«Í³»­ÏßÄ£Ê½,ºìÉ«,4.0,10:56:23:207,10:56:24:169,-1614740196102,-1614740196726,-3229480392828,1041,208,199,258,0,0,0,1,1,12,0,0,0,
,3,7,´«Í³»­ÏßÄ£Ê½,À¶É«,2.0,10:56:23:207,10:56:24:169,-1614740198135,-1614740198469,-3229480396604,976,290,173,262,0,0,0,1,1,14,0,0,0,
,3,8,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,4.0,10:56:23:207,10:56:24:169,-1614740199883,-1614740200223,-3229480400106,903,291,204,188,0,0,0,1,1,16,0,0,0,
,3,9,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,3.0,10:56:23:207,10:56:24:169,-1614740201495,-1614740201842,-3229480403337,860,245,169,174,0,0,0,1,1,18,0,0,0,
,3,10,´«Í³»­ÏßÄ£Ê½,ºìÉ«,3.0,10:56:23:207,10:56:24:169,-1614740237581,-1614740237968,-3229480475549,1152,388,337,221,0,0,0,1,1,20,0,0,0,
,3,11,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,2.0,10:56:23:207,10:56:24:169,-1614740240329,-1614740241028,-3229480481357,1676,351,303,698,0,0,0,1,1,22,0,0,0,
,3,12,´«Í³»­ÏßÄ£Ê½,À¶É«,3.0,10:56:23:207,10:56:24:169,-1614740244726,-1614740245254,-3229480489980,1738,294,248,371,0,0,0,1,1,24,0,0,0,
,3,13,´«Í³»­ÏßÄ£Ê½,ºìÉ«,2.0,10:56:23:207,10:56:24:169,-1614740247917,-1614740248278,-3229480496195,1028,344,273,216,0,0,0,1,1,26,0,0,0,
,3,14,´«Í³»­ÏßÄ£Ê½,À¶É«,3.0,10:56:23:207,10:56:24:169,-1614740294951,-1614740295367,-3229480590318,1370,579,369,189,0,0,0,1,1,28,0,0,0,
,3,15,´«Í³»­ÏßÄ£Ê½,ºìÉ«,4.0,10:56:23:207,10:56:24:169,-1614740298365,-1614740298870,-3229480597235,1318,451,381,263,0,0,0,1,1,30,0,0,0,
,3,16,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,3.0,10:56:23:207,10:56:24:169,-1614740301668,-1614740302017,-3229480603685,1125,395,262,237,0,0,0,1,1,32,0,0,0,
,3,17,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,4.0,10:56:23:207,10:56:24:169,-1614740305058,-1614740305669,-3229480610727,1204,284,222,336,0,0,0,1,1,34,0,0,0,
,3,18,´«Í³»­ÏßÄ£Ê½,À¶É«,4.0,10:56:23:207,10:56:24:169,-1614740308294,-1614740308739,-3229480617033,1112,388,248,197,0,0,0,1,1,36,0,0,0,
,3,19,´«Í³»­ÏßÄ£Ê½,ºìÉ«,3.0,10:56:23:207,10:56:24:169,-1614740311072,-1614740311417,-3229480622489,1037,383,246,189,0,0,0,1,1,38,0,0,0,
,3,20,´«Í³»­ÏßÄ£Ê½,ºìÉ«,3.0,10:56:23:207,10:56:24:169,-1614740313855,-1614740314236,-3229480628091,1149,406,306,195,0,0,0,1,1,40,0,0,0,
,3,21,´«Í³»­ÏßÄ£Ê½,À¶É«,2.0,10:56:23:207,10:56:24:169,-1614740316870,-1614740317515,-3229480634385,1405,555,304,230,0,0,0,1,1,42,0,0,0,
,3,22,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,2.0,10:56:23:207,10:56:24:169,-1614740320469,-1614740320828,-3229480641297,1206,463,303,193,0,0,0,1,1,44,0,0,0,
,3,23,´«Í³»­ÏßÄ£Ê½,À¶É«,3.0,10:56:23:207,10:56:24:169,-1614740323833,-1614740324445,-3229480648278,1633,883,305,187,0,0,0,1,1,46,0,0,0,
,3,24,´«Í³»­ÏßÄ£Ê½,ºìÉ«,4.0,10:56:23:207,10:56:24:169,-1614740327466,-1614740327798,-3229480655264,1206,474,268,200,0,0,0,1,1,48,0,0,0,
,3,25,´«Í³»­ÏßÄ£Ê½,ºìÉ«,2.0,10:56:23:207,10:56:24:169,-1614740330148,-1614740330583,-3229480660731,1122,431,217,195,0,0,0,1,1,50,0,0,0,
,3,26,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,4.0,10:56:23:207,10:56:24:169,-1614740334143,-1614740334309,-3229480668452,1643,349,283,256,0,0,0,1,1,52,0,0,0,
,3,27,´«Í³»­ÏßÄ£Ê½,À¶É«,4.0,10:56:23:207,10:56:24:169,-1614740337798,-1614740338244,-3229480676042,1356,585,333,214,0,0,0,1,1,54,0,0,0,
,2,1,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,3.0,11:10:31:274,11:10:32:260,-1614741031738,-1614741032160,-3229482063898,1330,506,359,204,0,0,0,1,1,2,0,0,0,
,2,2,´«Í³»­ÏßÄ£Ê½,À¶É«,4.0,11:10:31:274,11:10:32:260,-1614741034148,-1614741034630,-3229482068778,1200,407,275,208,0,0,0,1,1,4,0,0,0,
,2,3,´«Í³»­ÏßÄ£Ê½,ºìÉ«,2.0,11:10:31:274,11:10:32:260,-1614741036149,-1614741036548,-3229482072697,1114,372,337,257,0,0,0,1,1,6,0,0,0,
,2,4,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,2.0,11:10:31:274,11:10:32:260,-1614741038139,-1614741038629,-3229482076768,1611,349,534,427,0,0,0,1,1,8,0,0,0,
,2,5,´«Í³»­ÏßÄ£Ê½,ºìÉ«,4.0,11:10:31:274,11:10:32:260,-1614741040850,-1614741041306,-3229482082156,1276,412,346,284,0,0,0,1,1,10,0,0,0,
,2,6,´«Í³»­ÏßÄ£Ê½,À¶É«,3.0,11:10:31:274,11:10:32:260,-1614741043003,-1614741043418,-3229482086421,1048,340,276,181,0,0,0,1,1,12,0,0,0,
,2,7,´«Í³»­ÏßÄ£Ê½,À¶É«,2.0,11:10:31:274,11:10:32:260,-1614741044767,-1614741045163,-3229482089930,1040,340,281,193,0,0,0,1,1,14,0,0,0,
,2,8,´«Í³»­ÏßÄ£Ê½,ºìÉ«,3.0,11:10:31:274,11:10:32:260,-1614741046800,-1614741047240,-3229482094040,1104,363,283,206,0,0,0,1,1,16,0,0,0,
,2,9,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,4.0,11:10:31:274,11:10:32:260,-1614741048669,-1614741049203,-3229482097872,1134,348,264,184,0,0,0,1,1,18,0,0,0,
,2,1,´«Í³»­ÏßÄ£Ê½,ºìÉ«,2.0,11:10:31:274,11:10:32:260,-1614741050774,-1614741051155,-3229482101929,1058,333,269,181,0,0,0,1,1,20,0,0,0,
,2,2,´«Í³»­ÏßÄ£Ê½,À¶É«,3.0,11:10:31:274,11:10:32:260,-1614741052672,-1614741053064,-3229482105736,1027,306,249,169,0,0,0,1,1,22,0,0,0,
,2,3,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,3.0,11:10:31:274,11:10:32:260,-1614741054452,-1614741055013,-3229482109465,1280,388,271,188,0,0,0,1,1,24,0,0,0,
,2,4,´«Í³»­ÏßÄ£Ê½,ºìÉ«,3.0,11:10:31:274,11:10:32:260,-1614741056626,-1614741057038,-3229482113664,1183,371,293,152,0,0,0,1,1,26,0,0,0,
,2,5,´«Í³»­ÏßÄ£Ê½,À¶É«,2.0,11:10:31:274,11:10:32:260,-1614741058443,-1614741058886,-3229482117329,1077,276,269,202,0,0,0,1,1,28,0,0,0,
,2,6,´«Í³»­ÏßÄ£Ê½,À¶É«,3.0,11:10:31:274,11:10:32:260,-1614741060391,-1614741060856,-3229482121247,1186,348,253,171,0,0,0,1,1,30,0,0,0,
,2,7,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,4.0,11:10:31:274,11:10:32:260,-1614741062907,-1614741063311,-3229482126218,1212,426,193,165,0,0,0,1,1,32,0,0,0,
,2,8,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,2.0,11:10:31:274,11:10:32:260,-1614741064992,-1614741065359,-3229482130351,1078,304,240,201,0,0,0,1,1,34,0,0,0,
,2,9,´«Í³»­ÏßÄ£Ê½,À¶É«,4.0,11:10:31:274,11:10:32:260,-1614741066969,-1614741067372,-3229482134341,1200,369,280,175,0,0,0,1,1,36,0,0,0,
1,1,1,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,4.0,11:18:43:328,11:18:45:258,-1614741524084,-1614741524919,-3229483049003,1940,772,341,350,0,0,0,1,1,2,0,0,0,
1,1,2,´«Í³»­ÏßÄ£Ê½,À¶É«,2.0,11:18:43:328,11:18:45:258,-1614741526907,-1614741527401,-3229483054308,1151,396,268,224,0,0,0,1,1,4,0,0,0,
1,1,3,´«Í³»­ÏßÄ£Ê½,ºìÉ«,3.0,11:18:43:328,11:18:45:258,-1614741528784,-1614741529282,-3229483058066,1257,352,312,210,0,0,0,1,1,6,0,0,0,
1,1,4,´«Í³»­ÏßÄ£Ê½,À¶É«,4.0,11:18:43:328,11:18:45:258,-1614741530855,-1614741531415,-3229483062270,1148,374,299,238,0,0,0,1,1,8,0,0,0,
1,1,5,´«Í³»­ÏßÄ£Ê½,ºìÉ«,2.0,11:18:43:328,11:18:45:258,-1614741532642,-1614741533138,-3229483065780,1054,338,257,215,0,0,0,1,1,10,0,0,0,
1,1,6,´«Í³»­ÏßÄ£Ê½,ºìÉ«,4.0,11:18:43:328,11:18:45:258,-1614741534546,-1614741535047,-3229483069593,1361,384,307,237,0,0,0,1,1,12,0,0,0,
1,1,7,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,2.0,11:18:43:328,11:18:45:258,-1614741536508,-1614741536873,-3229483073381,921,323,228,192,0,0,0,1,1,14,0,0,0,
1,1,8,´«Í³»­ÏßÄ£Ê½,À¶É«,3.0,11:18:43:328,11:18:45:258,-1614741538107,-1614741538600,-3229483076707,1141,316,340,231,0,0,0,1,1,16,0,0,0,
1,1,9,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,3.0,11:18:43:328,11:18:45:258,-1614741539979,-1614741540495,-3229483080474,1075,337,275,207,0,0,0,1,1,18,0,0,0,
1,2,1,´«Í³»­ÏßÄ£Ê½,ºìÉ«,2.0,11:19:10:107,11:19:11:96,-1614741550495,-1614741550989,-3229483101484,1293,556,286,186,0,0,0,1,1,2,0,0,0,
1,2,2,´«Í³»­ÏßÄ£Ê½,À¶É«,2.0,11:19:10:107,11:19:11:96,-1614741553086,-1614741553627,-3229483106713,1226,468,285,259,0,0,0,1,1,4,0,0,0,
1,2,3,´«Í³»­ÏßÄ£Ê½,À¶É«,3.0,11:19:10:107,11:19:11:96,-1614741555085,-1614741555749,-3229483110834,1496,523,450,216,0,0,0,1,1,6,0,0,0,
1,2,4,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,2.0,11:19:10:107,11:19:11:96,-1614741557071,-1614741557611,-3229483114682,1273,409,358,225,0,0,0,1,1,8,0,0,0,
1,2,5,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,4.0,11:19:10:107,11:19:11:96,-1614741559201,-1614741559556,-3229483118757,1143,412,283,173,0,0,0,1,1,10,0,0,0,
1,2,6,´«Í³»­ÏßÄ£Ê½,»ÆÉ«,3.0,11:19:10:107,11:19:11:96,-1614741561003,-1614741561430,-3229483122433,1127,403,335,185,0,0,0,1,1,12,0,0,0,
1,2,7,´«Í³»­ÏßÄ£Ê½,À¶É«,4.0,11:19:10:107,11:19:11:96,-1614741562713,-1614741563175,-3229483125888,1157,405,301,206,0,0,0,1,1,14,0,0,0,
1,2,8,´«Í³»­ÏßÄ£Ê½,ºìÉ«,3.0,11:19:10:107,11:19:11:96,-1614741565412,-1614741565812,-3229483131224,1213,449,333,198,0,0,0,1,1,16,0,0,0,
1,2,9,´«Í³»­ÏßÄ£Ê½,ºìÉ«,4.0,11:19:10:107,11:19:11:96,-1614741567439,-1614741567870,-3229483135309,1151,379,280,197,0,0,0,1,1,18,0,0,0,
